Time,T00,M10,T10,M20,T20,M30,T30,M40,T40
496,12.5625,17.59,11.125,20.61,10.5,20.44,10.4375,24.65,10.5625
497,10.6875,17.56,11,20.61,10.5625,20.45,10.5,24.68,10.5625
498,9,17.51,10.6875,20.6,10.625,20.45,10.5625,24.68,10.625
499,8.0625,17.47,10.375,20.58,10.625,20.44,10.6875,24.67,10.6875
500,7.5625,17.44,10.0625,20.57,10.5625,20.44,10.6875,24.69,10.6875
501,7.125,17.42,9.875,20.56,10.5,20.44,10.75,24.68,10.75
502,7,17.4,9.6875,20.55,10.4375,20.44,10.6875,24.67,10.75
503,6.8125,17.4,9.4375,20.54,10.3125,20.42,10.75,24.68,10.75
504,6.75,17.38,9.375,20.53,10.25,20.42,10.75,24.68,10.75
505,7,17.38,9.25,20.52,10.1875,20.42,10.625,24.67,10.75
506,7.4375,17.38,9.25,20.51,10.125,20.41,10.625,24.66,10.8125
507,7.625,17.39,9.1875,20.52,10.0625,20.41,10.625,24.66,10.8125
508,7.5625,17.39,9.1875,20.52,10,20.4,10.5625,24.66,10.8125
509,7.625,17.38,9.1875,20.52,9.9375,20.4,10.5625,24.67,10.75
510,7.6875,17.38,9.125,20.51,9.9375,20.4,10.5,24.67,10.75
511,7.6875,17.37,9.125,20.51,9.875,20.39,10.5,24.66,10.75
512,7.9375,17.37,9.125,20.5,9.875,20.39,10.4375,24.66,10.75
513,8.75,17.37,9.1875,20.5,9.875,20.37,10.4375,24.65,10.75
514,10.5625,17.38,9.375,20.5,9.8125,20.36,10.4375,24.64,10.6875
515,12.25,17.4,9.6875,20.48,9.875,20.34,10.4375,24.62,10.6875
516,12.75,17.4,10.0625,20.48,9.9375,20.33,10.4375,24.62,10.6875
517,14.25,17.41,10.4375,20.47,10.0625,20.31,10.4375,24.61,10.6875
518,14.125,17.41,10.8125,20.45,10.25,20.31,10.4375,24.61,10.6875
519,13.25,17.4,10.9375,20.46,10.3125,20.29,10.5,24.63,10.6875
520,11.9375,17.38,10.9375,20.45,10.5,20.29,10.5625,24.64,10.6875
521,10.5,17.35,10.8125,20.44,10.5625,20.29,10.625,24.65,10.6875
522,9.6875,17.32,10.5625,20.44,10.625,20.28,10.6875,24.65,10.75
523,9.25,17.3,10.4375,20.42,10.625,20.29,10.6875,24.66,10.75
524,9.125,17.28,10.3125,20.42,10.625,20.28,10.75,24.64,10.8125
525,8.75,17.28,10.1875,20.41,10.5625,20.28,10.75,24.65,10.8125
526,8.125,17.26,10,20.42,10.5,20.27,10.8125,24.65,10.8125
527,7.8125,17.25,9.875,20.4,10.5,20.27,10.8125,24.64,10.875
528,7.625,17.23,9.75,20.4,10.4375,20.26,10.8125,24.64,10.875
529,7.6875,17.23,9.625,20.4,10.375,20.27,10.75,24.64,10.875
530,8.0625,17.23,9.5625,20.4,10.3125,20.27,10.75,24.64,10.875
531,8.0625,17.23,9.5625,20.4,10.25,20.26,10.6875,24.64,10.875
532,8,17.23,9.5,20.4,10.1875,20.25,10.75,24.64,10.875
533,7.625,17.23,9.4375,20.39,10.1875,20.25,10.6875,24.64,10.875
534,7.25,17.22,9.3125,20.39,10.125,20.25,10.625,24.64,10.875
535,7.5,17.21,9.25,20.39,10.0625,20.24,10.625,24.63,10.875
536,8.0625,17.21,9.3125,20.38,10.0625,20.24,10.625,24.62,10.875
537,9.3125,17.22,9.375,20.38,10,20.23,10.5625,24.62,10.8125
538,11.625,17.24,9.625,20.38,10,20.21,10.625,24.61,10.8125
539,11.9375,17.25,9.9375,20.36,10.0625,20.21,10.5625,24.6,10.8125
540,12.5,17.26,10.25,20.37,10.125,20.19,10.5625,24.61,10.8125
541,12,17.26,10.375,20.36,10.25,20.18,10.5625,24.61,10.8125
542,12.5,17.26,10.5,20.36,10.3125,20.18,10.5625,24.6,10.8125
543,12.0625,17.25,10.625,20.35,10.4375,20.17,10.625,24.6,10.8125
544,11.6875,17.23,10.6875,20.35,10.5,20.15,10.6875,24.61,10.8125
545,10.875,17.22,10.6875,20.35,10.5625,20.16,10.6875,24.61,10.8125
546,10.25,17.2,10.5625,20.35,10.625,20.15,10.8125,24.62,10.875
547,10.1875,17.19,10.5,20.35,10.625,20.15,10.8125,24.62,10.875
548,10.0625,17.19,10.4375,20.34,10.625,20.15,10.8125,24.62,10.875
549,9.8125,17.19,10.375,20.33,10.625,20.15,10.875,24.61,10.9375
550,9.6875,17.18,10.3125,20.33,10.625,20.15,10.875,24.61,10.9375
551,9.9375,17.17,10.3125,20.33,10.625,20.15,10.875,24.62,10.9375
552,10.0625,17.18,10.3125,20.33,10.625,20.15,10.875,24.61,11
553,10.125,17.18,10.375,20.33,10.625,20.14,10.9375,24.62,10.9375
554,10.1875,17.18,10.375,20.33,10.625,20.15,10.875,24.61,11
555,10.25,17.18,10.375,20.34,10.625,20.15,10.875,24.61,11
556,10.3125,17.19,10.375,20.34,10.625,20.14,10.9375,24.61,11
557,10.3125,17.19,10.4375,20.35,10.625,20.15,10.9375,24.61,11
558,10.4375,17.2,10.4375,20.35,10.625,20.15,10.9375,24.6,11
559,10.5,17.19,10.5,20.34,10.6875,20.15,10.9375,24.6,11
560,11.125,17.2,10.5,20.35,10.6875,20.15,10.9375,24.6,11
561,11.375,17.21,10.625,20.36,10.6875,20.16,10.9375,24.6,11
562,11.375,17.22,10.6875,20.36,10.75,20.16,10.9375,24.59,11.0625
563,11.5,17.22,10.75,20.37,10.75,20.16,11,24.6,11.0625
564,12.125,17.23,10.8125,20.38,10.8125,20.16,11,24.59,11.0625
565,12.375,17.24,10.9375,20.38,10.875,20.16,11,24.59,11.0625
566,12.25,17.24,11.0625,20.39,10.875,20.16,11.0625,24.58,11.125
567,11.875,17.24,11.0625,20.39,10.9375,20.17,11.0625,24.59,11.125
568,11.5,17.24,11.0625,20.4,11,20.17,11.0625,24.59,11.125
569,11.25,17.23,11.0625,20.41,11,20.18,11.125,24.6,11.125
570,11.25,17.23,11.0625,20.4,11.0625,20.18,11.125,24.6,11.125
571,11.1875,17.23,11.0625,20.41,11.0625,20.18,11.1875,24.6,11.1875
572,11.0625,17.23,11.0625,20.41,11.125,20.19,11.1875,24.6,11.1875
573,10.9375,17.23,11,20.41,11.125,20.2,11.1875,24.6,11.1875
574,10.8125,17.22,11,20.43,11.0625,20.19,11.25,24.6,11.25
575,10.6875,17.23,10.9375,20.43,11.0625,20.2,11.25,24.61,11.25
576,10.625,17.22,10.9375,20.42,11.125,20.2,11.25,24.6,11.25
577,10.3125,17.22,10.875,20.43,11.125,20.22,11.25,24.61,11.25
578,10.0625,17.22,10.8125,20.43,11.0625,20.22,11.25,24.61,11.25
579,10,17.21,10.8125,20.43,11.0625,20.22,11.25,24.6,11.3125
580,9.9375,17.21,10.75,20.43,11.0625,20.22,11.3125,24.6,11.3125
581,9.75,17.21,10.6875,20.43,11.0625,20.22,11.3125,24.61,11.3125
582,9.375,17.2,10.5625,20.43,11.0625,20.22,11.25,24.61,11.3125
583,9.875,17.2,10.5625,20.43,11,20.22,11.25,24.6,11.3125
584,10.125,17.2,10.5625,20.43,11,20.22,11.25,24.6,11.3125
585,10.8125,17.21,10.625,20.43,10.9375,20.22,11.25,24.6,11.3125
586,11.625,17.21,10.75,20.42,10.9375,20.22,11.25,24.58,11.375
587,11.625,17.22,10.875,20.43,11,20.22,11.25,24.59,11.375
588,9.9375,17.2,10.8125,20.43,11,20.21,11.25,24.61,11.3125
589,9.75,17.16,10.6875,20.41,11,20.2,11.25,24.6,11.3125
590,9.125,17.13,10.5625,20.39,11,20.18,11.25,24.61,11.3125
591,9.375,17.11,10.4375,20.37,10.9375,20.16,11.25,24.6,11.375
592,8.625,17.09,10.375,20.36,10.9375,20.16,11.25,24.61,11.3125
593,8.5625,17.08,10.25,20.35,10.875,20.14,11.25,24.61,11.3125
594,8.1875,17.07,10.125,20.35,10.8125,20.13,11.25,24.6,11.3125
595,7.9375,17.06,10,20.34,10.75,20.14,11.1875,24.61,11.3125
596,7.8125,17.05,9.9375,20.34,10.6875,20.13,11.1875,24.61,11.3125
597,7.6875,17.05,9.8125,20.33,10.625,20.12,11.125,24.6,11.3125
598,7.3125,17.04,9.6875,20.32,10.5625,20.12,11.125,24.59,11.3125
599,6.875,17.03,9.5625,20.31,10.5,20.11,11.125,24.59,11.3125
600,6.8125,17.01,9.4375,20.29,10.4375,20.09,11.0625,24.59,11.25
601,6.4375,17.01,9.25,20.28,10.375,20.08,11,24.58,11.25
602,5.9375,16.99,9.0625,20.27,10.25,20.07,10.9375,24.56,11.25
603,5.625,16.97,8.875,20.25,10.125,20.05,10.9375,24.55,11.1875
604,4.9375,16.95,8.6875,20.23,10.0625,20.02,10.875,24.54,11.1875
605,4.625,16.93,8.4375,20.22,9.875,20.01,10.8125,24.53,11.125
606,4.3125,16.92,8.25,20.2,9.8125,19.99,10.75,24.51,11.125
607,4.5625,16.91,8.125,20.19,9.6875,19.98,10.6875,24.51,11.0625
608,5.9375,16.92,8.125,20.2,9.625,19.99,10.625,24.5,11.0625
609,8,16.93,8.3125,20.18,9.5625,19.98,10.5625,24.5,11
610,9.5625,16.95,8.6875,20.16,9.5625,19.96,10.5,24.49,11
611,11.1875,16.96,9.0625,20.14,9.5625,19.92,10.4375,24.48,10.9375
612,11.4375,16.97,9.375,20.11,9.625,19.9,10.4375,24.49,10.9375
613,11.8125,16.97,9.6875,20.1,9.75,19.88,10.375,24.49,10.875
614,11.3125,16.97,9.875,20.09,9.875,19.86,10.4375,24.5,10.8125
615,6.75,16.87,9.625,20.07,10,19.85,10.4375,24.53,10.8125
616,5.3125,16.81,9.125,20.02,9.9375,19.82,10.5,24.52,10.8125
617,4.9375,16.77,8.6875,19.99,9.875,19.8,10.4375,24.5,10.8125
618,4.3125,16.74,8.4375,19.96,9.75,19.77,10.4375,24.49,10.8125
619,3.8125,16.72,8.0625,19.95,9.5625,19.75,10.4375,24.47,10.8125
620,3.4375,16.71,7.75,19.93,9.4375,19.73,10.375,24.46,10.75
621,3.375,16.69,7.625,19.9,9.375,19.73,10.3125,24.46,10.75
622,3.6875,16.69,7.5,19.91,9.25,19.72,10.25,24.45,10.75
623,3.9375,16.69,7.4375,19.9,9.125,19.72,10.1875,24.45,10.6875
624,4.25,16.7,7.4375,19.91,9,19.71,10.125,24.45,10.6875
625,4.375,16.7,7.375,19.91,8.9375,19.71,10.0625,24.45,10.625
626,4.25,16.7,7.375,19.91,8.875,19.7,10,24.46,10.625
627,4.25,16.69,7.3125,19.9,8.8125,19.69,9.9375,24.45,10.5625
628,4.0625,16.69,7.25,19.9,8.75,19.69,9.875,24.46,10.5
629,4.375,16.69,7.1875,19.89,8.6875,19.68,9.8125,24.46,10.4375
630,4.3125,16.68,7.1875,19.89,8.625,19.66,9.8125,24.46,10.4375
631,4.75,16.69,7.125,19.89,8.625,19.66,9.75,24.45,10.375
632,5.5,16.69,7.25,19.88,8.5625,19.65,9.6875,24.44,10.375
633,5.6875,16.7,7.3125,19.88,8.5625,19.64,9.625,24.45,10.3125
634,5.4375,16.69,7.3125,19.89,8.5,19.64,9.625,24.46,10.25
635,5.0625,16.69,7.25,19.88,8.5,19.63,9.625,24.46,10.25
636,4.6875,16.68,7.25,19.88,8.4375,19.63,9.5,24.46,10.1875
637,4.4375,16.68,7.1875,19.88,8.4375,19.63,9.5,24.46,10.1875
638,4.0625,16.66,7.0625,19.88,8.375,19.62,9.4375,24.45,10.125
639,3.8125,16.66,6.9375,19.87,8.3125,19.6,9.4375,24.45,10.0625
640,3.5625,16.65,6.875,19.86,8.3125,19.6,9.375,24.44,10.0625
641,3.5625,16.65,6.75,19.87,8.1875,19.6,9.375,24.44,10.0625
642,3.625,16.64,6.75,19.87,8.1875,19.6,9.3125,24.43,10
643,3.5,16.64,6.6875,19.86,8.125,19.6,9.25,24.44,9.9375
644,3.75,16.63,6.625,19.86,8.0625,19.59,9.25,24.44,9.9375
645,3.75,16.63,6.625,19.86,8.0625,19.6,9.1875,24.43,9.875
646,3.25,16.64,6.5625,19.86,8,19.59,9.1875,24.44,9.875
647,2.8125,16.62,6.4375,19.85,7.9375,19.59,9.125,24.44,9.8125
648,3.0625,16.62,6.4375,19.84,7.9375,19.59,9.0625,24.43,9.75
649,3.25,16.62,6.375,19.85,7.875,19.59,9.0625,24.43,9.75
650,3.5625,16.62,6.375,19.86,7.8125,19.59,9,24.43,9.75
651,3.5625,16.62,6.375,19.86,7.8125,19.59,9,24.43,9.6875
652,3.5625,16.62,6.375,19.86,7.75,19.59,8.9375,24.43,9.625
653,3.625,16.62,6.3125,19.86,7.75,19.6,8.875,24.43,9.625
654,3.75,16.62,6.375,19.85,7.6875,19.6,8.875,24.42,9.625
655,5.6875,16.63,6.5,19.85,7.6875,19.6,8.8125,24.41,9.5625
656,8.1875,16.66,6.875,19.86,7.6875,19.59,8.75,24.41,9.5
657,9.625,16.69,7.3125,19.86,7.75,19.58,8.75,24.4,9.4375
658,9.8125,16.71,7.6875,19.87,7.875,19.57,8.75,24.4,9.4375
659,10.875,16.72,8,19.88,8,19.55,8.8125,24.39,9.4375
660,11,16.75,8.4375,19.87,8.1875,19.55,8.8125,24.4,9.375
661,8.25,16.76,8.5,19.91,8.3125,19.54,8.875,24.41,9.375
662,5.1875,16.69,8.125,19.9,8.375,19.56,8.9375,24.43,9.4375
663,3.125,16.6,7.625,19.85,8.4375,19.54,8.9375,24.44,9.4375
664,2.4375,16.57,7.1875,19.83,8.375,19.53,9,24.42,9.4375
665,1.9375,16.55,6.8125,19.82,8.3125,19.52,9.0625,24.42,9.4375
666,1.5625,16.54,6.5,19.81,8.1875,19.51,9,24.4,9.4375
667,1.25,16.53,6.3125,19.81,8.0625,19.51,9,24.39,9.5
668,0.625,16.51,6,19.8,7.9375,19.51,8.9375,24.38,9.5
669,0.25,16.5,5.8125,19.78,7.8125,19.49,8.9375,24.37,9.4375
670,-0.0625,16.49,5.5625,19.77,7.6875,19.5,8.875,24.36,9.4375
671,-0.3125,16.49,5.3125,19.77,7.5625,19.49,8.8125,24.35,9.4375
672,-0.5,16.48,5.125,19.76,7.4375,19.49,8.6875,24.35,9.375
673,-0.75,16.49,4.8125,19.75,7.25,19.48,8.6875,24.33,9.375
674,-1.3125,16.47,4.5625,19.74,7.125,19.47,8.5625,24.31,9.3125
675,-2.0625,16.45,4.25,19.71,6.9375,19.47,8.4375,24.3,9.25
676,-2.75,16.44,3.875,19.71,6.75,19.44,8.375,24.28,9.1875
677,-2.3125,16.45,3.75,19.7,6.625,19.45,8.25,24.28,9.125
678,0.6875,16.44,4.375,19.72,6.625,19.47,8.1875,24.32,9.0625
679,4.9375,16.47,4.6875,19.71,6.5625,19.47,8.1875,24.3,9.0625
680,9.875,16.54,5.5,19.71,6.5625,19.46,8.0625,24.29,9
681,12.3125,16.61,6.4375,19.74,6.6875,19.45,8.0625,24.28,8.9375
682,12.4375,16.66,7.125,19.75,6.9375,19.44,8,24.29,8.875
683,12.125,16.68,7.6875,19.76,7.1875,19.43,8.0625,24.3,8.875
684,9.5625,16.68,7.9375,19.77,7.4375,19.43,8.125,24.32,8.8125
685,6.9375,16.66,7.8125,19.8,7.625,19.43,8.1875,24.34,8.875
686,4.3125,16.58,7.5,19.79,7.75,19.45,8.25,24.37,8.8125
687,2.625,16.51,7,19.76,7.75,19.46,8.3125,24.37,8.8125
688,1.625,16.48,6.5,19.74,7.6875,19.45,8.375,24.37,8.875
689,0.9375,16.45,6.125,19.72,7.625,19.44,8.375,24.36,8.875
690,0.5,16.43,5.8125,19.71,7.5,19.44,8.375,24.34,8.9375
691,-0.3125,16.42,5.4375,19.7,7.375,19.42,8.375,24.33,8.875
692,-1.125,16.41,5.0625,19.69,7.25,19.41,8.3125,24.32,8.875
693,-1.125,16.39,4.8125,19.68,7.0625,19.41,8.3125,24.31,8.875
694,-1.25,16.38,4.625,19.67,7,19.41,8.25,24.3,8.875
695,-1.25,16.39,4.375,19.67,6.8125,19.4,8.1875,24.29,8.875
696,-1.75,16.38,4.125,19.66,6.625,19.39,8.125,24.28,8.8125
697,-2.125,16.37,3.875,19.65,6.5,19.39,8,24.28,8.75
698,-2.0625,16.38,3.75,19.65,6.375,19.39,7.9375,24.26,8.75
699,-2.5,16.38,3.5,19.63,6.25,19.38,7.875,24.26,8.6875
700,-2.6875,16.37,3.3125,19.64,6.0625,19.38,7.75,24.25,8.6875
701,-2.0625,16.37,3.3125,19.63,6,19.38,7.6875,24.27,8.625
702,0.8125,16.37,3.8125,19.64,6,19.4,7.5625,24.28,8.5625
703,4.625,16.4,4.1875,19.63,5.9375,19.4,7.5625,24.27,8.5
704,8.5,16.46,4.9375,19.63,6,19.39,7.5,24.25,8.4375
705,10.8125,16.52,5.75,19.65,6.125,19.38,7.4375,24.24,8.4375
706,11.25,16.56,6.4375,19.67,6.3125,19.36,7.4375,24.25,8.375
707,11.625,16.58,7,19.68,6.5625,19.36,7.4375,24.26,8.3125
708,9.9375,16.58,7.3125,19.7,6.8125,19.34,7.5625,24.27,8.3125
709,6.8125,16.6,7.3125,19.74,7,19.36,7.5625,24.3,8.3125
710,3.625,16.49,6.9375,19.73,7.125,19.38,7.6875,24.32,8.3125
711,1.6875,16.41,6.375,19.68,7.1875,19.38,7.75,24.33,8.3125
712,0.5625,16.38,5.8125,19.67,7.125,19.36,7.8125,24.32,8.3125
713,-0.25,16.35,5.375,19.65,7.0625,19.36,7.8125,24.31,8.375
714,-1.3125,16.34,4.875,19.63,6.875,19.34,7.8125,24.28,8.375
715,-1.5,16.32,4.5625,19.62,6.75,19.34,7.8125,24.28,8.375
716,-1.875,16.31,4.375,19.61,6.625,19.34,7.75,24.28,8.375
717,-2.875,16.3,3.875,19.6,6.4375,19.32,7.75,24.25,8.375
718,-3.5,16.29,3.4375,19.59,6.25,19.31,7.6875,24.23,8.375
719,-3.6875,16.28,3.1875,19.57,6.0625,19.31,7.625,24.22,8.375
720,-3.75,16.27,3,19.56,5.9375,19.31,7.5,24.22,8.3125
721,-3.5,16.28,2.8125,19.56,5.75,19.31,7.4375,24.22,8.25
722,-3.3125,16.28,2.75,19.56,5.625,19.31,7.3125,24.22,8.25
723,-4.0625,16.28,2.4375,19.56,5.4375,19.3,7.25,24.2,8.1875
724,-3.8125,16.27,2.375,19.55,5.3125,19.3,7.125,24.2,8.125
725,-2.0625,16.27,2.625,19.55,5.3125,19.3,7.0625,24.22,8.125
726,0.25,16.28,3.125,19.57,5.3125,19.32,7,24.25,8.0625
727,2,16.3,3.375,19.56,5.25,19.33,6.9375,24.24,8
728,4.875,16.34,3.8125,19.56,5.25,19.32,6.875,24.23,7.9375
729,9.75,16.4,4.5625,19.56,5.375,19.31,6.875,24.2,7.875
